,Product,Price,Status
1314,"Laptop Dell Vostro 3580 Intel Core Whiskey Lake (8th Gen) i7-8565U 1TB 8GB AMD Radeon 520 2GB Win10 Pro FullHD , Adaptor",4.29999 Lei,livrare in 3 zile
1315,"Pachet Laptop HP ProBook 450 G5 Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 128GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver, Lama Usb",3.89999 Lei,livrare in 3 zile
1316,"Laptop DELL 15.6"" Inspiron 3583 (seria 3000), FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, Radeon 520 2GB, Linux, Black",3.12999 Lei,livrare in 3 zile
1317,"Laptop LENOVO 330 / Intel® Core™ i3-7020U, 2.3GHz, 15.6"", 81DE02K3HV, 12GB DDR4 ,SSD 2TB, Intel® HD Graphics 620",3.09900 Lei,livrare in 8 zile
1318,"Laptop Alienware Area-51m cu procesor Intel® Core™ i9-9900K 3.60GHz, Coffee Lake™, 17.3"" FHD IPS G-Sync 144Hz, 8GB RAM 2400 MHz, 256 GB SSD, nVidia GeForce RTX 2080 8GB, VR Ready, Windows 10 Home, Black",18.62350 Lei,livrare in 8 zile
1319,"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel HD Graphics 620, Free DOS, Geanta",1.99999 Lei,livrare in 4 zile
1320,"Laptop DELL 15.6'' Vostro 3580 (seria 3000), FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 1TB, GMA UHD 620, Linux, Black",2.80299 Lei,livrare in 3 zile
1321,"Laptop MSI GL75 9SD-200XRO, 17.3"" FHD, Intel Core i5-9300H 4-Core (2.40GHz, up to 4.10GHz, 8MB) + HM370, NVIDIA GeForce GTX 1660 Ti GDDR6 6GB, 8GB DDR4 2666MHz, SSD 512GB NVMe PCIe SSD, no ODD, Black, Free DOS",5.45799 Lei,livrare in 3 zile
1322,"Laptop DELL 15.6"" Vostro 3580, FHD, Core i5-8265U, 8GB DDR4, 256GB SSD, GMA UHD 620, Linux, Black , Mouse",3.99999 Lei,livrare in 3 zile
1323,"Laptop DELL 14'' Latitude 5400 (seria 5000), FHD, Procesor Intel® Core™ i5-8365U (6M Cache, up to 4.10 GHz), 16GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Black, 3Yr",6.89999 Lei,livrare in 3 zile
1324,"Laptop 2 in 1 Lenovo Ideapad C340-15IIL cu procesor Intel® Core™ i7-1065G7 pana la 3.90 GHz Ice Lake, 15.6"", Full HD, IPS, 8GB, 1TB SSD, Intel Iris Plus Graphics, Windows 10 Home, Platinum",4.83999 Lei,livrare in 3 zile
1325,"Laptop LENOVO , Intel® Core™ i3-6006U 2.00 GHz, Skylake, 80TL017PRI, 15.6"", Full HD, 4GB, SSD 1TB,DVD RW, Intel HD Graphics, Free DOS",2.13899 Lei,ultimele 2 produse
1326,"Laptop Lenovo Ideapad Intel® Celeron® N4000 , 15.6"", 4GB DDR4, 81D100ECRM, SSD 1TB, fara dvd rw, Intel® HD Graphics, plus power bank 10000 mA",1.73899 Lei,livrare in 4 zile
1327,"Laptop Lenovo 14'' ThinkPad T490s, FHD IPS, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, 4G LTE, Win 10 Pro, Silver",5.99879 Lei,livrare in 3 zile
1328,"Laptop MSI GL65 9SE-084XRO, 15.6"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB), NVIDIA GeForce RTX2060 6GB GDDR6, 8GB DDR4 2666MHz, SSD 512GB NVMe PCIe SSD, no ODD, Black, Free DOS",6.38899 Lei,livrare in 3 zile
1329,"Laptop Dell Inspiron 13 5370 (seria 5000), Intel Core i5-8250U, 13.3inch, RAM 4GB, SSD 256GB, AMD Radeon 530 2GB, Linux, Silver, Geanta",3.59999 Lei,livrare in 4 zile
1330,"Laptop Dell Latitude 5501, Intel Core i7-9850H, 15.6inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 630, 4G, Windows 10 Pro, Black",8.19899 Lei,livrare in 4 zile
1331,"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel HD Graphics 620, Free DOS, Cablu de date",1.79999 Lei,livrare in 4 zile
1332,"Laptop Lenovo ThinkPad T490s, 14"" FHD (1920x1080), Intel Core i7-8565U (4C / 8T, 1.8 / 4.6GHz, 8MB), 16GB DDR4-2400, 512GB SSD M.2 2280 PCIe NVMe Opal2, Intel UHD Graphics 620, NO ODD, Fingerprint Reader, Tastatura iluminata, Windows 10 Pro, Negru",8.85099 Lei,livrare in 3 zile
1333,"Laptop ASUS X507MA-EJ314, 15.6 inch Ultra Slim FHD (1920 X 1080) Anti-Glare, 4 GB DRAM DDR4, 1 TB HDD, Intel Pentium Silver N5000",1.65040 Lei,livrare in 4 zile
1334,"Laptop DELL 15.6'' Inspiron 5584, FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GeForce MX130 2GB, Win 10 Pro, Platinum Silver, 3Yr CIS",3.77899 Lei,livrare in 3 zile
1335,"Laptop Dell Inspiron 5593, 15.6"" FHD, Procesor Intel Core i5-1035G1 (6MB Cache, up to 3.6 GHz), Intel UHD Graphics, 8GB DDR4, 512GB SSD, No ODD, Win 10 Home, Silver",4.02699 Lei,livrare in 3 zile
1336,"Laptop Acer Predator Helios 300 PH317-53-70A9, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB), NVIDIA GeForce RTX2070 8GB GDDR6, 16GB DDR4 2666MHz, HDD 1TB 7200rpm, no ODD, Abyssal Black, Windows 10 Home",8.98999 Lei,livrare in 3 zile
1337,"Laptop DELL 15.6"" Inspiron 3583 (seria 3000), FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, Radeon 520 2GB, Win 10 Pro, Black, 2Yr CIS",3.80199 Lei,livrare in 3 zile
1338,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, RO KB, Space grey",10.19999 Lei,ultimele 2 produse
1339,"Laptop Lenovo / SSD 480GB , Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB DDR4, SSD 480 GB,fara dvd rw, Intel® UHD Graphics 600, Free DOS, plus geanta cadou",1.56499 Lei,livrare in 5 zile
1340,"Laptop Asus S530FN-BQ074, Intel Core i5-8265U, 15.6 inch FHD (1920x1080) LED AG, 8GB DDR4, 256 GB M.2 SSD, NVIDIA GeForce MX150, 90NB0K45-M06940",4.12658 Lei,livrare in 4 zile
1341,"Laptop MSI GE75 Raider 9SG-1059XRO, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX2080 8GB GDDR6, 16GB DDR4 2666MHz (2x8GB), SSD 1TB NVMe PCIe Gen3x4 SSD, no ODD, Black, Free DOS",13.12399 Lei,livrare in 3 zile
1342,"Laptop Lenovo 14'' ThinkPad T480, WQHD IPS, Proccesor Intel® Core™ i5-8250U (6M Cache, up to 3.40 GHz), 8GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Black",8.07891 Lei,ultimul produs in stoc
1343,"Laptop Dell Inspiron Gaming 3590 G3, 15.6"" FHD, Intel Core i5-9300H (8MB Cache, up to 4.1 GHz, 4 cores), NVIDIA GeForce GTX 1650 4GB GDDR5, 8GB DDR4 2666MHz, 512GB M.2 PCIe NVMe Solid State Drive, Windows 10 Home",5.10098 Lei,livrare in 3 zile
1344,"Laptop Acer Predator Helios 300 PH317-53-74QM, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB), NVIDIA GeForce RTX2060 6GB GDDR6, 16GB DDR4 2666MHz, HDD 1TB 7200rpm, no ODD, Abyssal Black, Windows 10 Home",7.98099 Lei,livrare in 3 zile
1345,"Laptop Lenovo V130 / SSD 480GB, cu procesor Celeron N4000, 81HL002DRI ,15.6"", 4GB DDR4,SSD 480GB, Intel HD Graphics, fara dvd rw, Free DOS, iron grey",1.56499 Lei,livrare in 4 zile
1346,"Laptop 2 in 1 Lenovo YOGA 730-13IWL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Platinum, Bluetooth Active Pen",4.73199 Lei,livrare in 3 zile
1347,"Laptop DELL 15.6'' Inspiron 5584, FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 1TB, GeForce MX130 2GB, Linux, Platinum Silver, 3Yr CIS",3.59999 Lei,livrare in 3 zile
1348,"Laptop Dell Latitude 3500, 15.6"" FHD, Procesor Intel Core i3-8145U (4M Cache, up to 3.90 GHz), Intel UHD 620 Graphics, 8G DDR4, SSD 256GB, No ODD, Linux, Black",3.49998 Lei,livrare in 3 zile
1349,"Laptop Dell Inspiron 3593, 15.6"" FHD, Producator Intel Core i5-1035G1 (6MB Cache, up to 3.6 GHz), NVIDIA GeForce MX230 2GB GDDR5, 8GB DDR4, 512GB SSD, No ODD, Win 10 Home, Negru",3.89799 Lei,livrare in 3 zile
1350,"Laptop ultraportabil Lenovo IdeaPad S130-14IGM cu procesor Intel® Pentium® Silver N5000 pana la 2.70 GHz, 14"", 4GB, 64GB eMMC, Intel® UHD Graphics 605, Microsoft Windows 10 S, Mid Night Blue",1.32199 Lei,livrare in 3 zile
1351,"Laptop Dell Inspiron Gaming 5590 G5, 15.6"" FHD, Procesor Intel® Core i7-9750H, NVIDIA GeForce GTX 1660 Ti 6GB GDDR6, 16GB DDR4, 256GB SSD + 1TB HDD, No ODD, Linux, Negru",7.76599 Lei,livrare in 3 zile
1352,"Laptop ultraportabil Lenovo ThinkPad E490 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",4.47500 Lei,livrare in 4 zile
1353,"Ultrabook ASUS S15 S510UN-BQ218 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB, NVIDIA® GeForce® MX150 2GB, Endless OS, Gray Metal",4.71061 Lei,livrare in 8 zile
1354,"Laptop Dell Inspiron Gaming 7790 G7, 17.3"" FHD, Procesor Intel Core i5-9300H (8MB Cache, up to 4.1 GHz, 4 cores), NVIDIA GeForce GTX 1660Ti 6GB GDDR6, 8GB DDR4, 512GB SSD, No ODD, Win 10 Home, Gri",6.81399 Lei,livrare in 3 zile
1355,"Laptop HP 250 G6 cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 128GB SSD, DVD-RW, Intel HD Graphics, Microsoft Windows 10 Pro, Dark Ash Silver",3.43966 Lei,ultimul produs in stoc
1356,"Laptop HP 250 G6 cu procesor Intel® Core i5-7200U, 15.6 inch, Full HD, 8 GB DDR4, 256 GB SSD, Intel HD 620, Windows 10 Pro, Geanta",3.73799 Lei,livrare in 4 zile
1357,"Laptop Dell Inspiron 3593, i5-1035G1, 15.6inch, RAM 8GB, SSD 256GB, nVidia GeForce MX230 2GB, Linux, Black",3.09199 Lei,livrare in 3 zile
1358,"Laptop DELL 15.6'' Inspiron 5584, FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 1TB, GMA UHD 620, Win 10 Home, Platinum Silver, 3Yr CIS",3.79799 Lei,livrare in 3 zile
1359,"Laptop DELL Latitude 7490 14"" Non-Touch Anti-Glare FHD, Intel Core i7-8650U (8M Cache, Quad Core, 1.9GHz) 8GB/256GB SSD, Windows 10 Pro (64bit)",7.89998 Lei,livrare in 3 zile
1360,"Laptop ASUS X507UA cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel® HD Graphics 620, Endless OS, Star Grey",1.69694 Lei,ultimele 2 produse
1361,"Laptop Dell Latitude 7400 Intel Core i5-8365U, 1.7GHz - 14"" FHD ( 1920 x 1080 ) AG, Non-Touch, 16GB, 1x16GB, DDR4, 512GB, Windows 10 Pro (64bit)",7.02100 Lei,livrare in 4 zile
1362,"Laptop Dell Vostro 3580 Intel Core Whiskey Lake (8th Gen) i7-8565U 1TB 8GB AMD Radeon 520 2GB Win10 Pro FullHD , Lampa",4.29999 Lei,livrare in 3 zile
1363,"Laptop Lenovo / SSD 1TB, Intel® Core i3-6006U , 15.6"", 4GB DDR4 , SSD 1TB, dvd rw, Free DOS",2.07499 Lei,ultimul produs in stoc
1364,"Laptop ultraportabil HP Probook 430 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver, Mouse",4.23799 Lei,livrare in 3 zile
1365,"Laptop Lenovo / SSD 480GB, cu procesor Celeron N4000, 81D100ECRM,15.6"", 4GB DDR4,SSD 480GB, Intel HD Graphics, fara dvd rw, Free DOS",1.56499 Lei,livrare in 5 zile
1366,"Laptop ultraportabil HP Probook 430 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver, Adaptor",4.23799 Lei,livrare in 3 zile
1367,"Laptop HP 15.6"" 250 G7, FHD, Procesor Intel® Core™ i3-7020U (3M Cache, 2.30 GHz), 4GB DDR4, 128GB SSD, GMA HD 620, FreeDos, Silver",1.88000 Lei,livrare in 4 zile
1368,"Laptop Lenovo / SSD 1TB, Intel® Core i3-6006U , 15.6"", 8GB DDR4 , SSD 2TB , dvd rw, Free DOS",2.86899 Lei,ultimele 2 produse
1369,"Laptop Gaming Acer Aspire 7 A715-71G-541M cu procesor Intel® Core™ i5-7300HQ pana la 3.50 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, nVIDIA® GeForce® GTX 1050 2GB, Linux, Black",4.34525 Lei,livrare in 8 zile
1370,Laptop Clevo Dream Machines G1660Ti-15EU25 i7-9750H 15.6”/GTX1660Ti/480 GB SSD/16 GB,5.39900 Lei,livrare in 11 zile
1371,"Laptop Dell Latitude 5500, Intel Core i5-8365U, 15.6inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 620, 4G, Windows 10 Pro, Black",6.89999 Lei,livrare in 3 zile
1372,"Laptop ASUS VivoBook 15 X540UB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB SSHD, NVIDIA GeForce MX110 2GB, Endless OS, Chocolate Black, No ODD",1.95160 Lei,în stoc
1373,"Laptop Apple MacBook 12 cu procesor Intel® Dual Core™ M3 1.20GHz, 12"", Ecran Retina, 8GB, 256GB SSD, Intel® HD Graphics 615, macOS Sierra, ROM KB, Rose Gold",10.32325 Lei,livrare in 8 zile
1374,"Pachet Laptop HP ProBook 430 G5 ,Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver, Adaptor Usb",4.29999 Lei,livrare in 3 zile
1375,"Laptop ultraportabil Explore 1405 Kruger & Matz, Intel Celeron 1.1 GHz, Quad Core, 4GB RAM, 32 GB, 14.1 inch, 1920 x 1080 px, Gri",1.67437 Lei,livrare in 4 zile
1376,"Laptop MSI GS65 Stealth 9SG-1286XRO, 15.6"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX 2080 MAX Q GDDR6 8GB, 16GB DDR4 2666MHz, SSD 1TB NVMe PCIe Gen3x4 SSD, no ODD, Black, Free DOS",14.33299 Lei,livrare in 3 zile
1377,"Laptop HP ProBook 430 G5 Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver, Geanta",3.99999 Lei,livrare in 4 zile
1378,"Laptop DELL 15.6"" Vostro 3580, FHD, Core i5-8265U, 8GB DDR4, 256GB SSD, GMA UHD 620, Linux, Black",3.79999 Lei,livrare in 3 zile
1379,"Laptop Dell Inspiron 15.6"" HD Anti-Glare, Celeron N4000, 4GB DDR4 2666Mhz, 500GB 5400rpm SATA,DVD+/-RW, Intel(R) UHD Graphics 600, Windows 10",1.66000 Lei,livrare in 4 zile
1380,"Laptop Dell Mobile Precision 5530, 15.6-inch UltraSharp FHD, Intel Core i5-8300H, 8GB DDR4 2666MHz, 256GB(M.2) NVMe SSD, Intel UHD Graphics 630, Win 10 Pro (64bit), NBD",10.05300 Lei,livrare in 4 zile
1381,"Pachet Laptop HP ProBook 430 G5 ,Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver, Lampa Cadou",4.29999 Lei,livrare in 3 zile
1382,"Laptop Asus TUF FX505GM-BN086, Intel Core i5-8300H (up to 3.9 GHz, 8MB), 15.6' FHD (1920x1080) IPS AG, 8GB DDR4 2666MHz (1 slot free), HDD 1TB",5.65680 Lei,livrare in 4 zile
1383,"Laptop MSI GS75 Stealth 9SF-1006XRO, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX 2070 MAX Q GDDR6 8GB, 16GB DDR4 2666MHz, SSD 1TB NVMe PCIe Gen3x4 SSD, no ODD, Black, Free DOS",11.72054 Lei,ultimul produs in stoc
1384,"Laptop Dell Latitude 5400, Intel Core i7-8665U, 14inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 620, Linux, Black",7.10098 Lei,livrare in 3 zile
1385,"Laptop 2 in 1 Lenovo YOGA 730-13IWL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey, Bluetooth Active Pen",5.33699 Lei,livrare in 3 zile
1386,"Laptop Gaming ASUS Pro N580VD-FY679 cu procesor Intel® Core™ i7-7700HQ pana la 3.80 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 500GB + 128GB SSD, nVIDIA® GeForce® GTX 1050 2GB, Endless OS, Grey",6.62876 Lei,livrare in 8 zile
1387,"Laptop DELL 15.6"" Vostro 3580, FHD, Core i5-8265U, 8GB DDR4, 256GB SSD, GMA UHD 620, Linux, Black , Lampa",3.79999 Lei,livrare in 3 zile
1388,"Laptop ASUS VivoBook 15 XX512FL-EJ395R, 15.6"" FHD, Intel Core i7-8565U (8M Cache, up to 4.60 GHz), NVIDIA GeForce MX250 2GB GDDR5, 8GB DDR4 2400Mhz (onboard), SSD 512GB M.2 NVME + slot liber SATA3, NO ODD, Gri, Windows 10 Pro",4.40300 Lei,ultimele 2 produse
1389,"Laptop ASUS F542UN-DM015 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB, DVD-RW, NVIDIA GeForce MX150 4GB, Endless OS, Silver",4.42746 Lei,livrare in 8 zile
1390,"Laptop Lenovo / SSD , cu procesor Celeron N4000, 81D100ECRM,15.6"", 4GB DDR4,SSD 1TB, Intel HD Graphics, fara dvd rw, Free DOS",1.69499 Lei,livrare in 4 zile
1391,"Laptop Dell Latitude 3500, 15.6"" FHD, Procesor Intel Core i3-8145U (4M Cache, up to 3.90 GHz), Intel UHD 620 Graphics, 8GB DDR4, SSD 256GB, No ODD, Windows 10 Pro, Black",4.11499 Lei,livrare in 3 zile
1392,"Laptop MSI GE65 Raider 9SF-255XRO, 15.6"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX2070 8GB GDDR6, 16GB DDR4 2666MHz, SSD 512GB NVMe PCIe Gen3x4 SSD, no ODD, Black, Free DOS",9.87299 Lei,livrare in 3 zile
1393,"Laptop DELL 15.6"" Inspiron 3583 (seria 3000), FHD, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 8GB DDR4, 256GB SSD, Radeon 520 2GB, Linux, Black, 2Yr CIS",3.54799 Lei,livrare in 3 zile
1394,"Laptop HP ProBook 450 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 128GB SSD, NVIDIA GeForce 930MX 2GB, Microsoft Windows 10, Silver",3.95399 Lei,livrare in 4 zile
1395,"Laptop HP ProBook 430 G5 Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver,Cablu de date",3.89999 Lei,livrare in 4 zile
1396,"Laptop Dell Inspiron 3584 cu procesor Intel® Core™ i3-7020U 2.30 GHz, 15.6"", Full HD, 4GB, 1TB HDD, Intel HD Graphics 620, Windows 10 Home, Black",1.99099 Lei,livrare in 3 zile
1397,"Laptop 2in1 Asus VivoBook Flip TP412UA-EC071T (Procesor Intel® Core™ i7-8550U 14"" FHD",4.02101 Lei,livrare in 3 zile
1398,"Laptop HP 250 G7 Core i3 7020U / 2.3 GHz - Win 10 Pro 64 biti - RAM 8 GB , 256 GB SSD ,DVD-writer , 15,6 ""1920 x 1080 (Full HD) , HD Graphics 620",3.89999 Lei,livrare in 4 zile
1399,"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 8GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Silver",3.90700 Lei,livrare in 4 zile
1400,"Ultrabook DELL 14'' Latitude 7490 (seria 7000), FHD, Procesor Intel® Core™ i7-8650U (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Black,Adaptor",9.29999 Lei,livrare in 4 zile
1401,"Laptop MSI GE65 Raider 9SE-256XRO, 15.6"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX2060 6GB GDDR6, 16GB DDR4 2666MHz, SSD 512GB NVMe PCIe Gen3x4 SSD, no ODD, Black, Free DOS",8.13099 Lei,livrare in 3 zile
1402,"Laptop Dell Vostro 3584, 15.6"" FHD, Procesor Intel Core i3-7020U (3MB Cache, 2.30 GHz), Intel HD graphics 620, 8GB DDR4, 256GB SSD, No ODD, Linux, Black",2.11399 Lei,livrare in 3 zile
1403,"Laptop Dell Latitude 7400, Intel Core i7-8665U, 14inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 620, Linux, Silver",9.05199 Lei,livrare in 3 zile
1404,"Laptop Dell Latitude 5401, Intel Core i7-9850H, 14inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 630, Linux, Grey",7.97099 Lei,livrare in 3 zile
1405,"Laptop Dell Latitude 5491, 14"" FHD, Intel Core i5 8400H, Nvidia GeForce MX130, 2GB GDDR5, 8GB, DDR4, 256GB SSD, Windows 10 Pro, Mouse",6.89999 Lei,livrare in 4 zile
1406,"Laptop Gaming Dell Inspiron G3 3779 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 16GB, 1TB HDD + 128GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Ubuntu, Black",5.72699 Lei,livrare in 4 zile
1407,"Laptop Lenovo 13.3'' ThinkBook 13s-IWL, FHD IPS, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 16GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Mineral Grey",5.85480 Lei,livrare in 4 zile
1408,"Laptop Dell Latitude 5500, Intel Core i5-8365U, 15.6inch, RAM 16GB, SSD 256GB, Intel UHD Graphics 620, 4G, Linux, Black",5.64499 Lei,livrare in 3 zile
1409,"Laptop Asus TUF FX505GM-BN113, 15.6 inch FHD (1920x1080) IPS AG, Intel Core i7-8750H (up to 4.1 GHz, 9MB), 8GB DDR4, HDD 1 TB 5400rpm, NVIDIA GeForce GTX 1060",6.36600 Lei,livrare in 4 zile
1410,"Laptop Dell Alienware M15, Intel Core i7-8750H, 15.6inch, RAM 16GB, SSH 1TB + SSD 512GB, nVidia GeForce GTX 1070 8GB, Windows 10 Pro, Epic Silver",13.54299 Lei,ultimele 2 produse
1411,"Laptop Alienware Gaming 15.6'' M15, UHD IPS, Procesor Intel® Core™ i7-8750H (9M Cache, up to 4.10 GHz), 16GB DDR4, 1TB SSHD + 256GB SSD, GeForce GTX 1070 8GB Max-Q, Win 10 Pro, Silver, 3Yr",13.57799 Lei,ultimele 2 produse
1412,"Laptop Dell Inspiron Gaming 5590 G5, 15.6"" FHD, Intel Core i7-9750H (12MB Cache, up to 4.5 GHz, 6 cores), NVIDIA GeForce RTX 2060 6GB GDDR6, 16GB DDR4 2666MHz, 256GB M.2 PCIe NVMe Solid State Drive (Boot) + 1TB 5400 rpm, No ODD, Ubuntu Linux",9.30299 Lei,livrare in 3 zile
1413,"Laptop HP ProBook 430 G5 Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver,Lampa Usb",3.89999 Lei,livrare in 4 zile
1414,"Laptop DELL 15.6"" Vostro 3580, FHD, Core i5-8265U, 8GB DDR4, 256GB SSD, GMA UHD 620, Linux, Black , Geanta",3.99999 Lei,livrare in 4 zile
1415,"Laptop Asus Flip TP401CA-BZ021T, Intel Core M3-7Y30 (up to 2.6GHz, 4MB ), 14.0 inch HD (1366x768) LED Glare Touch Ultraslim, 4GB (Onboard), 128 eMMC,",3.41018 Lei,livrare in 4 zile
1416,"Laptop DELL 15.6"" Vostro 3580, FHD, Core i5-8265U, 8GB DDR4, 256GB SSD, GMA UHD 620, Linux, Black , Adaptor",3.79999 Lei,livrare in 4 zile
1417,"Laptop Lenovo V110-15 cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 1TB, Intel® HD Graphics 520, Free DOS, Black",1.99900 Lei,livrare in 4 zile
1418,"Laptop Dell Latitude 5400, Intel Core i7-8665U, 14inch, RAM 16GB, SSD 256GB, Intel UHD Graphics 620, Windows 10 Pro, Black",7.34599 Lei,livrare in 3 zile
1419,"Laptop Lenovo ThinkPad E590 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel® UHD Graphics 620, Windows 10 Pro, Black",4.25700 Lei,livrare in 4 zile
1420,"Laptop Alienware Gaming 15.6'' M15, FHD IPS, Procesor Intel® Core™ i7-8750H (9M Cache, up to 4.10 GHz), 16GB DDR4, 1TB SSHD + 128GB SSD, GeForce GTX 1060 6GB, Win 10 Pro, Red, 3Yr",11.83599 Lei,ultimul produs in stoc
