,Product,Price,Status
711,"Laptop ASUS X507UA cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel HD Graphics 620, Endless OS, Star Grey",1.54700 Lei,ultimul produs in stoc
712,"NoteBook 13.3"" Fujitsu LIFEBOOK E734, Intel® Core™ I5 -4300m 2.6GHz-3.6GHz, DDR3 8GB Ram, 240Gb SSd , Intel® HD Graphics 4600",2.15000 Lei,livrare in 3 zile
713,"Laptop Dell Inspiron 5570 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon 530 4GB, FPR, Microsoft Windows 10, Platinum Silver",4.68265 Lei,în stoc
714,"Laptop Gaming HP Pavilion 15-dk0034nq cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 16GB, 1TB HDD + 512GB SSD, NVIDIA® GeForce® GTX 1650 4GB, Free DOS, Black",5.99999 Lei,în stoc
715,"Laptop Fujitsu Lifebook E744, Intel Core i5-4200M 2.50GHz, Memorie 8GB DDR3, 240Gb Ssd, Display 14 Inch",2.13000 Lei,în stoc
716,"Laptop Gaming Acer Nitro 7 cu cu procesor Intel Core i5-9300H pana la 4.10 GHz, 15.6"", Full HD, IPS, 8GB, 256GB SSD M.2, NVIDIA GeForce GTX 1650 4GB, Free DOS. Black",4.03090 Lei,ultimul produs in stoc
717,"Laptop Apple MacBook Pro 13 cu procesor Intel® Dual Core™ i5 2.30GHz, 13.3"", Ecran Retina, 8GB, 128GB SSD, Intel® Iris Plus Graphics 640, macOS Sierra, ROM KB, Silver",7.44464 Lei,ultimele 2 produse
718,"Laptop business AsusPro P3540FA-BQ0034, cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, Whiskey Lake, 15.6 "", Full HD, 8 GB ( 4GB on board + 4GB ) , 256 GB SSD, fara unitate optica, Intel® UHD Graphics 620, Endless OS, Grey",2.49900 Lei,ultimele 2 produse
719,"Notebook HP 14-CF0019NO, 14"", Full HD, i5 -8250U (1.6 GHz), 4GB DDR4",2.30000 Lei,ultimul produs in stoc
720,"NoteBook Fujitsu LIFEBOOK E734, Procesor Intel Core i5 2.5GHz - 3.1GHz Turbo, DDR3 16GB, 240GB SSD, 13.3 inch",1.59840 Lei,livrare in 3 zile
721,"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics 617, macOS, INT KB, Silver",7.82782 Lei,ultimele 2 produse
722,"Laptop Lenovo ThinkPad X1 Carbon 6th cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", WQHD, IPS, 16GB, 1TB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",11.00999 Lei,în stoc furnizor
723,"Laptop ASUS X509FL-EJ064 cu procesor Intel® Core™ i5-8265U pana la 3.9 Ghz, 15.6"", Full HD, 8GB, 1TB HDD M.2, NVIDIA GeForce MX250 2GB, Free DOS, Slate Gray",2.50495 Lei,în stoc
724,"Laptop ASUS X412FJ cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 14"", Full HD, 8GB, 256GB SSD M.2, NVIDIA GeForce MX230 2GB, Endless OS, Slate Grey",2.89899 Lei,în stoc
725,"Laptop Gaming HP Omen X 2S 15-dg0004nq, Intel® Core™ i9-9880H, 24GB DDR4, SSD 512GB, NVIDIA GeForce RTX2080 8GB, Windows 10 Home",14.29999 Lei,ultimele 2 produse
726,"Laptop LENOVO / SSD 480, 80TL017PRI ,Intel® Core™ i3-6006U 2.0GHz, 15.6"", 4GB,SSD 480GB, Intel® HD Graphics 520, negru",1.74899 Lei,ultimele 2 produse
727,"Laptop Lenovo V110-15ISK cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 1TB, DVD-RW, Intel HD Graphics, Microsoft Windows 10 Pro, Black",1.78381 Lei,ultimul produs in stoc
728,"Laptop Lenovo ThinkPad X1 Carbon 7th Gen cu procesor Intel Core i7-8565U pana la 4.60 Ghz, 14"", Full HD, IPS, 16GB, 512GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Black",9.89999 Lei,în stoc
729,"Laptop Acer Aspire 3 A315-54K-313L, 15,6"" Full HD, TouchPad, i3, Win 10 Home, 8 GB RAM, 256 GB SSD",2.30000 Lei,ultimul produs in stoc
730,"Laptop ASUS VivoBook S13 S330FA-EY020T, 13.3"" FHD, Intel Core i3-8145U (4M Cache, up to 3.9 GHz), Intel UHD Graphics 620, 4GB LPDDR3L 2133MHz, SSD 128GB M.2, NO ODD, Windows 10 Home S",2.99517 Lei,ultimul produs in stoc
731,"Laptop ASUS X509FB-EJ076, 15.6"" FHD, Intel Core i7-8565U (8M Cache, up to 4.60 GHz), NVIDIA GeForce MX110 2GB GDDR5, 8GB DDR4 2400Mhz, SSD 512GB M.2 NVME + slot SATA3, NO ODD, Transparent Silver cover, Endless OS",3.27901 Lei,în stoc
732,"Laptop Asus ZenBook UX433FA cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, 14"" Full HD, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, Free DOS, Silver",4.79999 Lei,ultimul produs in stoc
733,"Laptop Asus S430FA-EB227, Intel® Core™ i5-8265U, 8GB DDR4, SSD 256GB, Intel® UHD Graphics, Free DOS",2.84999 Lei,în stoc
734,"Laptop Lenovo Ideapad L340-15API cu procesor AMD Ryzen 3 3200U pana la 3.5 GHz, 15.6, Full HD, 4GB, 256GB SSD M.2, DVD-RW, AMD Radeon Vega 3 Graphics, Free DOS, Blizzard White",1.64299 Lei,livrare in 3 zile
735,"Laptop Lenovo 15.6'' ThinkPad L590, FHD IPS, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Black",4.64695 Lei,ultimul produs in stoc
736,"Laptop Acer Aspire 5A515-54G-56U1 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, NVIDIA® GeForce® MX250 2GB, Endless OS, Black",2.47099 Lei,ultimul produs in stoc
737,"Laptop HP 250 G7 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", HD, 4GB, 256GB SSD, DVD-RW, Intel® HD Graphics 620, Free DOS, Dark Ash Silver",1.75990 Lei,ultimul produs in stoc
738,"Laptop HP ProBook 470 G5 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 17.3"", Full HD, 16GB, 512GB SSD, NVIDIA GeForce 930MX 2GB, FingerPrint Reader, Microsoft Windows 10 Pro, Silver",5.21900 Lei,livrare in 4 zile
739,"Laptop Gaming Lenovo Legion Y7000 cu procesor Intel® Core i7-9750H pana la 4.50 GHz, 15.6"", Full HD IPS, 8GB, 512GB SSD M.2, NVIDIA GeForce GTX 1650 4GB GDDR5, Free DOS, Black",4.66600 Lei,livrare in 4 zile
740,"Laptop ASUS UM431DA cu procesor AMD® Ryzen 7 3700U pana la 4.00 GHz, 14"", Full HD, 16GB, 512GB SSD, AMD Radeon™ RX Vega 10 Graphics, Endless OS, Utopia Blue Metal",3.69999 Lei,în stoc
741,"Laptop Lenovo IdeaPad S145-15IWL cu procesor Intel® Core® i5-8265U 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA® GeForce® MX110 2GB, Free DOS, Grey",2.47699 Lei,livrare in 3 zile
742,"Laptop Lenovo ThinkPad E590 cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD + 256GB SSD M.2, AMD Radeon RX 550X 2GB, Windows 10, Black",4.99999 Lei,în stoc furnizor
743,"Laptop HP 250 G6 cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 500GB, Intel HD Graphics, Free DOS, Black",1.96826 Lei,ultimul produs in stoc
744,"Laptop HP 250 G6 15.6 inch cu procesor Intel Core I3-7020U, RAM 4GB, HDD 500GB, Intel HD Graphics 620, Windows 10 Pro, Black",2.26100 Lei,în stoc
745,"Laptop Asus VivoBook S15 S530FA-BQ259, Intel® Core™ i5-8265U, 8GB DDR4, HDD 1TB, Intel® UHD Graphics, Endless OS",2.79999 Lei,ultimele 2 produse
746,"Laptop Gaming HP Pavilion 15-dk0001nq, Intel® Core™ i5-9300H, 8GB DDR4, SSD 256GB, NVIDIA GeForce GTX1660Ti 6GB, Free DOS",4.49999 Lei,ultimul produs in stoc
747,"Laptop Lenovo ThinkPad X1 Carbon 6th Gen cu procesor Intel Core i5-8250U pana la 3.40 Ghz, 14"", WQHD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Black",9.19999 Lei,ultimul produs in stoc
748,"Laptop Acer Aspire 3 A315-54K-380S cu procesor Intel® Core™ i3-7020U 2.30 GHz, 15.6"", Full HD, 4GB, 1TB HDD, Intel HD Graphics 620, Linux, Black",1.49999 Lei,în stoc
749,"Laptop Gaming OMEN By HP 17-an107nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 120Hz, 12GB, 1TB + 128GB SSD, NVIDIA GeForce GTX 1070 8GB, Microsoft Windows 10 Home, Shadow Black",10.27600 Lei,livrare in 4 zile
750,"Laptop ASUS X542UA-DM531 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Endless OS, Grey",2.73700 Lei,în stoc
751,"Pachet Laptop 2 in 1 Lenovo YOGA 730-13IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.3"", UHD, IPS, Touch, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Copper, + Lampa Usb Aten",7.59999 Lei,livrare in 3 zile
752,"Laptop Lenovo ThinkPad P73 cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 17.3"", Full HD, IPS, 16GB, 1TB SSD, , NVIDIA Quadro T2000 4GB, Windows 10 Pro, Black",11.49999 Lei,ultimul produs in stoc
753,"Laptop Acer Aspire 3 A315-53, Intel Core i3-7020U, 15.6inch, RAM 4GB, SSD 256GB, Intel HD Graphics 620, Linux, Obsidian Black",1.49900 Lei,ultimele 3 produse
754,"Laptop Gaming OMEN X 2S by HP 15-dg0000nq cu procesor Intel® Core™ i7 9750H pana la 4.50GHz, 15.6"", Full HD, 144Hz, IPS, Antiglare, 16GB, 2 x 256GB SSD M.2, NVIDIA Geforce RTX 2070 8GB GDDR6, Microsoft Windows 10, Black",12.99999 Lei,în stoc
755,"Laptop HP EliteBook 850 G6,15.6 Full HD AG UWVA 250 WWAN HD + IR NB, Intel Core i7-8565U, 16GB, UMA, 512GB SSD, Windows 10 Pro",7.37700 Lei,ultimul produs in stoc
756,"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", Full HD, 8GB, 256GB M.2 SSD, Intel® HD Graphics 520, Free DOS, Blizzard White",1.83999 Lei,în stoc furnizor
757,"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", Full HD, 4GB, 1TB, Intel HD Graphics 620, Free DOS, Iron Grey",1.78500 Lei,ultimul produs in stoc
758,"Notebook 2 in 1, Hp, W8K52AW , 11"", 810EB, I55300U, 256/4 , W10 pro",5.49999 Lei,ultimul produs in stoc
759,"Laptop LENOVO / Intel® Core™ i3-6006U 2.0GHz,80TL017PRI, 15.6"", 4GB DDR4 ,SSD 1TB, Intel® HD Graphics 520",2.17800 Lei,ultimele 2 produse
760,"Laptop ultrabook Asus VivoBook S531FA-BQ007R, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, fara unitate optica si retea pe fir, Windows 10 Pro, Gri",3.68900 Lei,în stoc
761,"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8 GB, 1TB HDD + 256GB SSD, placa video dedicata 2GB, Free DOS, Iron Gray",3.80681 Lei,livrare in 3 zile
762,"Laptop ASUS VivoBook MAX X541NA-GO023 cu procesor Intel® Celeron® N3450 pana la 2.20 GHz, 15.6"", HD, 4GB, 500GB, Intel HD Graphics, Endless OS, Chocolate Black",1.22899 Lei,ultimul produs in stoc
763,"Laptop ASUS VivoBook X540UB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, DVD-RW, NVIDIA GeForce MX110 2GB, Endless OS, Chocolate Black",2.97381 Lei,în stoc
764,"Laptop Asus UX431FA-AM100, Intel® Core™ i5-8265U, 8GB DDR4, SSD 512GB, Intel® UHD Graphics, Endless OS",3.44999 Lei,în stoc
765,"Laptop Lenovo / SSD 480GB, Core i3-6006U,15.6"", memorie 8GB DDR4,SSD 480GB, fara dvd rw, cadou geanta",1.75900 Lei,ultimul produs in stoc
766,"Laptop Lenovo ThinkPad E550 15.6'' cu procesor Intel® Core™ i3-5005U 2.0GHz, 4Gb DDR3, 500Gb HDD, DVDRW, Wi-Fi, Bluetooth, Webcam, Intel® HD Graphics 5500, Windows 10 Pro",1.99900 Lei,ultimele 2 produse
767,"Laptop ASUS VivoBook 15 X512FA-EJ1036, 15.6"" FHD, Intel Core i5-8265U (6M Cache, up to 3.90 GHz), Intel UHD Graphics 620, 8GB DDR4, SSD 512GB M.2 NVME, NO ODD, Peacock Blue, FARA OS",2.83901 Lei,ultimele 3 produse
768,"Laptop ASUS X507UA cu procesor Intel® Core™ i3-8130U pana la 3.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel® UHD Graphics 620, Endless OS, Star Grey",1.72900 Lei,în stoc
769,"Laptop ultraportabil Toshiba Tecra X40-E-173 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, 16GB, 512GB SSD, Microsoft Windows 10 Pro, Blue",8.13999 Lei,în stoc furnizor
770,"Laptop Dell Latitude 5590 cu procesor Intel® Core™ i5-8350U pana la 3.60 GHz, Kaby Lake R, 15.6"", Full HD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",5.93919 Lei,ultimul produs in stoc
771,"Laptop Dell Precision 3541 cu procesor Intel® Core™ i9-9880H pana la 4.80 GHz Coffee Lake, 15.6"", Full HD, 16GB, 512GB SSD, Nvidia Quadro P620 4GB, Ubuntu, Black",9.99999 Lei,ultimul produs in stoc
772,"Laptop Acer Predator Helios 300 PH317-53, Intel Core i7-9750H, 17.3inch, RAM 16GB, HDD 1TB + SSD 256GB, nVidia GeForce RTX 2070 8GB, Windows 10, Abyssal Black",9.05790 Lei,în stoc
773,"Vivobook R543UA - DM2292T, 15.6"" FullHD, i3, 4GB RAM, SSD 256GB, Black",2.89900 Lei,ultimele 2 produse
774,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 256GB SSD, Intel UHD Graphics 617, Gold, ROM KB",6.59999 Lei,ultimele 3 produse
775,"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", 8GB, 256GB SSD, NVIDIA GeForce MX130 2GB, Free DOS, Silver",3.40098 Lei,livrare in 3 zile
776,"Laptop Lenovo ThinkBook 13s-IWL, Intel Core i7-8565U, 13.3inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, Mineral Grey",5.66190 Lei,în stoc
777,"Ultrabook Lenovo ThinkPad X1 Extreme , Intel Core Coffee Lake (Gen. 8) i5-8300H, FULL HD IPS, SSD 512 GB ,16 GB, video dedicat GTX 1050TI 4GB, Windows 10 Pro",9.39999 Lei,ultimele 3 produse
778,"Laptop Apple MacBook 12, ecran Retina, procesor Intel® Core™ M3 1.20 GHz, 8GB, 256GB SSD, Intel HD Graphics 615, macOS, INT KB, Gold",6.69999 Lei,ultimele 2 produse
779,"Laptop HP ZBook Studio x360 G5 Convertible, statie grafica mobila, 15,6"" FHD Touchscreen, i7-8750H, 256GB SSD,, 8GB RAM, Windows 10 Pro",10.54000 Lei,ultimele 3 produse
780,"Laptop Apple MacBook 12, ecran Retina, procesor Intel® Core™ M3 1.20 GHz, 8GB, 256GB SSD, Intel HD Graphics 615, macOS, INT KB, Gold",6.69999 Lei,ultimele 2 produse
781,"Laptop HP ZBook Studio x360 G5 Convertible, statie grafica mobila, 15,6"" FHD Touchscreen, i7-8750H, 256GB SSD,, 8GB RAM, Windows 10 Pro",10.54000 Lei,ultimele 3 produse
782,"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, INT KB, Silver",6.62711 Lei,ultimele 3 produse
783,"Laptop HP 250 G7 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD, DVD-RW, Intel UHD Graphics 620, Free DOS, Dark Ash Silver",2.50099 Lei,livrare in 3 zile
784,"Laptop HP 250 G7 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 1TB HDD, Intel HD Graphics 620, Free DOS, Dark Ash Silver",1.90099 Lei,livrare in 3 zile
785,"Laptop Gaming Lenovo Legion Y530-15ICH cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB, NVIDIA GeForce GTX 1050 TI 4GB, Free DOS, Black",5.19792 Lei,livrare in 4 zile
786,"NoteBook Fujitsu LIFEBOOK E744, Procesor Intel Core i5 2.5GHz - 3.1GHz Turbo, DDR3 8GB, 240GB SSD, 14 inch",1.62792 Lei,livrare in 3 zile
787,"Laptop DELL G3 3579, Intel Core i7-8750H, 15.6inch, RAM 8GB, 256GB, nVidia GeForce GTX 1050 Ti 4GB, Windows 10, Black",5.30700 Lei,livrare in 3 zile
788,"Laptop DELL Vostro 3580, Intel Core i7-8565U, 15.6inch, RAM 8GB, SSD 256GB, AMD Radeon 520 2GB, Windows 10 Pro, Black",4.07099 Lei,livrare in 3 zile
789,"Laptop ultraportabil Lenovo ThinkPad T490 cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",6.89999 Lei,în stoc
790,"Laptop HP 15-da1002nq, Intel® Core™ i5-8265U, 4GB DDR4, HDD 1TB, Intel® UHD Graphics, Free DOS",2.29999 Lei,în stoc
791,"Laptop Lenovo IdeaPad 330-15ARR cu procesor AMD Ryzen™ 3 2200U pana la 3.40 GHz, 15.6"", 4GB, 256GB SSD, DVD-RW, Radeon™ Vega 3 Graphics, Free DOS, Blizzard White",1.78500 Lei,ultimele 3 produse
792,"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, INT KB, Gold",6.62711 Lei,ultimele 3 produse
793,"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon 530 2GB, FreeDOS, Iron Grey",2.65000 Lei,ultimele 2 produse
794,"Laptop Lenovo / SSD 480GB, Core i3-6006U,15.6"", 8GB DDR4,SSD 480GB, free Dos",1.77499 Lei,ultimul produs in stoc
795,"Laptop 2 in 1 ASUS T101HA-GR030T cu procesor Intel® Atom™ x5-Z8350 pana la 1.92 GHz, Cherry Trail, 10.1"", 4GB, 128GB eMMC, Intel® HD Graphics, Windows 10, Glacier Grey",1.78600 Lei,livrare in 4 zile
796,"Laptop Gaming OMEN by HP 15-dc1048nq cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 16GB, 256GB SSD, NVIDIA® GeForce® GTX 1660 Ti 6GB, Free DOS, Black",6.79999 Lei,în stoc
797,"Laptop Lenovo 15.6'' ThinkPad E590, FHD IPS, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 8GB DDR4, 1TB + 256GB SSD, GMA UHD 620, Win 10 Pro, Black",5.44901 Lei,în stoc
798,"Laptop DELL Vostro 3580, Intel Core i5-8265U, 15.6"", RAM 8GB, SSD 256GB, Intel UHD Graphics 620, Windows 10 Pro 64bit, Cablu de date",3.18999 Lei,livrare in 3 zile
799,"Laptop Dell Vostro 3583, Intel Core i5-8265U pana la 3.9GHz Whiskey Lake, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Ubuntu, Black",2.49900 Lei,ultimul produs in stoc
800,"Laptop Asus VivoBook 15 X512UF-BQ072, Intel® Core™ i5-8250U, 4GB DDR4, HDD 1TB, nVIDIA GeForce MX130 2GB, Free DOS",2.79999 Lei,ultimele 3 produse
801,"Laptop Gaming Asus ROG G531GU-ES302, Intel® Core™ i7-9750H, 8GB DDR4, HDD 1TB Hybrid (FireCuda) + SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS",6.39999 Lei,ultimul produs in stoc
802,"Laptop Acer TravelMate P2 TMP259-MG-33MW cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 500GB, NVIDIA GeForce 940MX 2GB, Linux, Black",1.79899 Lei,ultimul produs in stoc
803,"Laptop Acer Aspire 3 A315-53G cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, NVIDIA® GeForce® MX130 2GB, Linux, Obsidian Black",1.89999 Lei,ultimele 2 produse
804,"Ultrabook DELL 15.6'' XPS 15 (7590) FHD IPS, InfinityEdge, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, FingerPrint Reader, Win 10 Pro, Silver, 3Yr On-site",12.23099 Lei,livrare in 3 zile
805,"Laptop Gaming Acer Predator Helios 300 PH317-52-77T8 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 8GB, 512GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Linux, Black",5.93700 Lei,livrare in 4 zile
806,"Laptop Dell Inspiron Gaming 7790 G7, 17.3"" FHD, Procesor Intel Core i7-9750H, NVIDIA GeForce GTX 1660Ti 6GB GDDR6, 16GB DDR4, 256GB SSD + 1TB 5400 rpm HDD, No ODD, Windows 10 Home, Gri",8.25994 Lei,ultimele 3 produse
807,"Laptop DELL G3 3779, Intel Core i5-8300H, 17.3inch, RAM 8GB, SSD 256GB, nVidia GeForce GTX 1050 4GB, Linux, Black",4.64100 Lei,ultimul produs in stoc
808,"Laptop Acer Predator Helios 300 PH317-53, Intel Core i7-9750H, 17.3inch, RAM 16GB, HDD 1TB + SSD 512GB, nVidia GeForce GTX 1660 Ti 6GB, Windows 10, Abyssal Black",8.51584 Lei,ultimul produs in stoc
809,"Laptop Lenovo ThinkPad T590 cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, Whiskey Lake, 15.6"", Full HD, 16GB, 512GB SSD M.2, nVidia GeForce MX250 2GB, Windows 10 Pro, Black",7.50000 Lei,în stoc
810,"Laptop HP ProBook 640 G3 cu procesor Intel® Core™ i7-7600U 2.80 GHz, Kaby Lake, 14"", Full HD, 8GB, 256GB SSD, DVD-RW, Intel HD Graphics 620, FingerPrint Reader, Microsoft Windows 10 Pro, Grey",4.33900 Lei,în stoc
811,"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 8GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Grey",3.74500 Lei,în stoc
812,"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, Free DOS, Iron Grey",1.85900 Lei,livrare in 4 zile
813,Laptop Lenovo IdeaPad 330-15ARR AMD Ryzen 3 R3-2200U 256GB 4GB FullHD Alb,2.29999 Lei,în stoc
814,"Laptop ASUS X509FB-EJ120R, 15.6"" FHD, Intel Core i5-8265U (6M Cache, up to 3.90 GHz), NVIDIA GeForce MX110 2GB GDDR5, 8GB DDR4 2400Mhz, SSD 512GB M.2 NVME + slot SATA3, NO ODD, Transparent Silver, Windows 10 Pro",3.44900 Lei,în stoc
815,"Laptop Lenovo ThinkPad P72 cu procesor Intel® Core i7-8850H, Coffee Lake, 17.3"" UHD IPS anti-glare, 8GB RAM, 256GB PCIe SSD, NVIDIA Quadro P3200 6GB, Microsoft Windows 10 Home, Black",10.65050 Lei,ultimul produs in stoc
816,"Laptop MYRIA MY8311BL, Intel® Celeron® N4000 pana la 2.4GHz, 13.3"" Full HD IPS, 4GB, 32GB eMMC, Intel® HD Graphics 600, Windows 10 Home",99899 Lei,livrare in 8 zile
817,"Laptop ASUS VivoBook 15 X540UA cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Endless OS, Chocolate Black",2.39999 Lei,în stoc
818,"UltraBook HP EliteBook 1040 G4 cu procesor Intel® Core™ i5-7300U pana la 3.50 GHz, Kaby Lake, 14"", Full HD, 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver",8.19999 Lei,ultimul produs in stoc
819,"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 16GB, 1TB + 256GB SSD, NVIDIA GeForce MX130 2GB, Free DOS, Silver",4.39999 Lei,livrare in 3 zile
820,"Laptop Dell Precision 5540 cu procesor Intel® Core™ i9-9980HK pana la 5.00 GHz Coffe Lake, 15.6"", Full HD, 16GB, 1TB SSD, Nvidia Quadro T2000 4GB, Ubuntu, Platinum Silver",12.99999 Lei,ultimele 2 produse
821,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.30 GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 655, macOS High Sierra, INT KB, Space Grey",10.09715 Lei,ultimele 3 produse
822,"Laptop Apple MacBook Pro 15 2019, ecran Retina, Touch Bar, procesor Intel® 8 Core™ 9th gen i9 2.3GHz, 16GB RAM, 512GB SSD, Radeon Pro 560X 4GB, macOS, US KB, Space Gray",12.97100 Lei,ultimul produs in stoc
823,"Laptop HP 250 G6, 15.6 inch, LED HD Anti-Glare cu procesor Intel Core i5- 7200U (2.5GHz, up to 3.1GHz, 3MB), RAM 4GB DDR4 2133 MHz, HDD 1TB, DVD+/-RW SuperMulti,Windows 10 Pro 64bit, Gri",3.09400 Lei,în stoc
824,"Laptop ASUS VivoBook Max X541NA-GO120 cu procesor Intel® Celeron™ Dual Core N3350 pana la 2.40 GHz, 4GB, 500GB, Intel HD Graphics, Endless OS, Chocolate Black",1.18762 Lei,ultimele 3 produse
825,"Laptop LENOVO / Intel® Core™ i3-6006U 2.0GHz, 81H70052RI, 15.6"", 4GB DDR4 ,SSD 480GB, Intel® HD Graphics 520",1.79500 Lei,ultimul produs in stoc
